Data,Mandante,Placar_Bruto,Visitante,Fase
1998-08-26,Palmeiras,2-1,Atlético Mineiro,1F
1998-08-26,Internacional,6-1,Goiás,1F
1998-08-26,Flamengo,0-0,Atlético Paranaense,1F
1998-08-26,São Paulo,6-1,América-RN,1F
1998-08-26,Paraná,1-0,Ponte Preta,1F
1998-08-26,Juventude,2-0,Vitória,1F
1998-08-29,América Mineiro,0-0,Botafogo,1F
1998-08-29,Grêmio,1-1,Palmeiras,1F
1998-08-29,Coritiba,2-0,Goiás,1F
1998-08-29,Corinthians,3-2,Guarani,1F
1998-08-30,Vasco,1-1,Flamengo,1F
1998-08-30,Santos,2-0,Internacional,1F
1998-08-30,Portuguesa,1-0,Atlético Mineiro,1F
1998-08-30,Bragantino,1-1,América-RN,1F
1998-08-30,Atlético Paranaense,0-0,Juventude,1F
1998-08-30,Ponte Preta,1-1,São Paulo,1F
1998-08-30,Sport,4-1,Paraná,1F
1998-08-30,Cruzeiro,0-2,Vitória,1F
1998-09-02,Vasco,1-2,Portuguesa,1F
1998-09-02,América Mineiro,2-1,Ponte Preta,1F
1998-09-02,Guarani,1-1,Santos,1F
1998-09-02,Internacional,2-1,Bragantino,1F
1998-09-02,Vitória,1-0,Paraná,1F
1998-09-05,Palmeiras,2-1,Flamengo,1F
1998-09-05,Bragantino,1-0,Corinthians,1F
1998-09-05,Grêmio,2-1,Vitória,1F
1998-09-05,Internacional,1-3,Guarani,1F
1998-09-05,Ponte Preta,1-0,Juventude,1F
1998-09-05,Paraná,1-0,Atlético Paranaense,1F
1998-09-05,Atlético Mineiro,1-0,São Paulo,1F
1998-09-05,Vasco,2-0,Cruzeiro,1F
1998-09-05,América Mineiro,1-0,Goiás,1F
1998-09-05,América-RN,0-1,Coritiba,1F
1998-09-06,Santos,0-0,Sport,1F
1998-09-06,Portuguesa,5-2,Botafogo,1F
1998-09-08,Cruzeiro,1-1,Flamengo,1F
1998-09-08,Guarani,3-2,Palmeiras,1F
1998-09-08,Vasco,0-0,Sport,1F
1998-09-08,Corinthians,3-0,Portuguesa,1F
1998-09-08,Bragantino,1-2,São Paulo,1F
1998-09-08,Paraná,1-2,Grêmio,1F
1998-09-08,Vitória,0-3,Coritiba,1F
1998-09-08,América-RN,2-2,Juventude,1F
1998-09-08,Goiás,2-3,Atlético Paranaense,1F
1998-09-11,Botafogo,3-3,Paraná,1F
1998-09-12,São Paulo,1-1,Vasco,1F
1998-09-12,Sport,0-2,Corinthians,1F
1998-09-13,Grêmio,3-2,Santos,1F
1998-09-13,Flamengo,2-3,Portuguesa,1F
1998-09-13,Palmeiras,3-0,Ponte Preta,1F
1998-09-13,Guarani,2-2,Cruzeiro,1F
1998-09-13,Atlético Mineiro,3-2,Atlético Paranaense,1F
1998-09-13,Coritiba,0-0,América Mineiro,1F
1998-09-13,Goiás,3-0,Bragantino,1F
1998-09-15,Flamengo,2-1,Goiás,1F
1998-09-15,Atlético Mineiro,1-1,Vasco,1F
1998-09-16,Vitória,3-0,América-RN,1F
1998-09-16,Juventude,1-2,Santos,1F
1998-09-16,Sport,1-0,Bragantino,1F
1998-09-19,Cruzeiro,4-0,Coritiba,1F
1998-09-19,Ponte Preta,4-5,Corinthians,1F
1998-09-19,Paraná,2-1,Vasco,1F
1998-09-19,Botafogo,2-0,América-RN,1F
1998-09-20,Juventude,1-2,Internacional,1F
1998-09-20,Palmeiras,3-2,Vitória,1F
1998-09-20,Guarani,2-2,Goiás,1F
1998-09-20,Santos,4-1,Flamengo,1F
1998-09-20,Sport,5-0,Grêmio,1F
1998-09-20,América Mineiro,0-2,Atlético Mineiro,1F
1998-09-20,São Paulo,2-7,Portuguesa,1F
1998-09-24,Palmeiras,4-0,Bragantino,1F
1998-09-24,Goiás,2-0,Botafogo,1F
1998-09-24,América Mineiro,1-3,São Paulo,1F
1998-09-24,Flamengo,1-3,Internacional,1F
1998-09-24,Corinthians,1-2,Cruzeiro,1F
1998-09-24,Vasco,1-1,Juventude,1F
1998-09-24,Portuguesa,2-0,Sport,1F
1998-09-24,Grêmio,1-0,Ponte Preta,1F
1998-09-24,Atlético Paranaense,4-0,Guarani,1F
1998-09-26,Juventude,3-6,Palmeiras,1F
1998-09-26,São Paulo,0-0,Flamengo,1F
1998-09-27,Portuguesa,1-0,Ponte Preta,1F
1998-09-27,Atlético Paranaense,3-2,Bragantino,1F
1998-09-27,Guarani,0-1,Coritiba,1F
1998-09-27,Atlético Mineiro,3-0,Paraná,1F
1998-09-27,Sport,1-1,Cruzeiro,1F
1998-09-27,Grêmio,2-1,América Mineiro,1F
1998-09-27,Vitória,2-0,Internacional,1F
1998-09-27,América-RN,2-1,Goiás,1F
1998-09-27,Corinthians,0-2,Santos,1F
1998-09-27,Botafogo,0-2,Vasco,1F
1998-09-30,Vitória,1-1,Atlético Mineiro,1F
1998-09-30,Santos,4-0,Ponte Preta,1F
1998-09-30,Atlético Paranaense,3-1,Botafogo,1F
1998-09-30,Juventude,1-0,América Mineiro,1F
1998-09-30,Coritiba,3-2,Paraná,1F
1998-10-03,Coritiba,1-1,Santos,1F
1998-10-03,América-RN,1-3,Vasco,1F
1998-10-03,Vitória,1-0,São Paulo,1F
1998-10-03,Juventude,0-0,Guarani,1F
1998-10-03,Internacional,0-1,Atlético Paranaense,1F
1998-10-03,Ponte Preta,2-1,Sport,1F
1998-10-03,Flamengo,3-2,Atlético Mineiro,1F
1998-10-03,Palmeiras,3-1,Corinthians,1F
1998-10-03,Botafogo,2-1,Grêmio,1F
1998-10-03,Cruzeiro,4-1,América Mineiro,1F
1998-10-03,Goiás,3-1,Portuguesa,1F
1998-10-07,Ponte Preta,2-1,Vasco,1F
1998-10-07,Flamengo,3-2,Sport,1F
1998-10-07,Botafogo,2-3,Coritiba,1F
1998-10-07,Corinthians,2-2,Goiás,1F
1998-10-07,Bragantino,1-0,Grêmio,1F
1998-10-07,Atlético Paranaense,4-1,Vitória,1F
1998-10-07,Internacional,3-1,Cruzeiro,1F
1998-10-07,Portuguesa,2-3,Palmeiras,1F
1998-10-08,São Paulo,3-0,Paraná,1F
1998-10-10,Flamengo,4-1,Corinthians,1F
1998-10-10,Atlético Mineiro,5-5,Botafogo,1F
1998-10-10,Palmeiras,1-0,Internacional,1F
1998-10-10,Grêmio,1-1,Coritiba,1F
1998-10-10,Portuguesa,2-1,Juventude,1F
1998-10-10,Atlético Paranaense,2-0,América-RN,1F
1998-10-10,Ponte Preta,4-2,Vitória,1F
1998-10-10,Paraná,1-2,Cruzeiro,1F
1998-10-10,Vasco,3-1,Santos,1F
1998-10-10,São Paulo,3-1,Goiás,1F
1998-10-11,Sport,3-2,América Mineiro,1F
1998-10-14,Bragantino,1-2,Guarani,1F
1998-10-14,Atlético Mineiro,2-0,Internacional,1F
1998-10-15,Santos,3-3,América Mineiro,1F
1998-10-15,Juventude,1-2,Coritiba,1F
1998-10-17,Botafogo,3-1,Palmeiras,1F
1998-10-18,Vitória,1-4,Flamengo,1F
1998-10-18,Coritiba,2-1,São Paulo,1F
1998-10-18,Corinthians,4-2,Atlético Paranaense,1F
1998-10-18,Santos,1-1,Portuguesa,1F
1998-10-18,América Mineiro,2-0,Bragantino,1F
1998-10-18,Guarani,2-0,Paraná,1F
1998-10-18,Goiás,0-1,Ponte Preta,1F
1998-10-18,Cruzeiro,0-2,Grêmio,1F
1998-10-18,América-RN,1-3,Atlético Mineiro,1F
1998-10-18,Juventude,1-0,Sport,1F
1998-10-18,Internacional,1-0,Vasco,1F
1998-10-21,América-RN,2-1,Flamengo,1F
1998-10-21,Paraná,0-0,Corinthians,1F
1998-10-21,Atlético Paranaense,1-2,Vasco,1F
1998-10-21,Botafogo,1-0,Ponte Preta,1F
1998-10-21,Palmeiras,1-2,Coritiba,1F
1998-10-21,São Paulo,1-2,Grêmio,1F
1998-10-21,Guarani,1-1,Portuguesa,1F
1998-10-21,Bragantino,0-4,Cruzeiro,1F
1998-10-21,Atlético Mineiro,2-1,Goiás,1F
1998-10-21,Internacional,1-2,Sport,1F
1998-10-23,Vasco,0-1,Vitória,1F
1998-10-24,Sport,2-1,Botafogo,1F
1998-10-24,Cruzeiro,3-1,Palmeiras,1F
1998-10-24,Flamengo,2-1,Guarani,1F
1998-10-24,São Paulo,1-2,Corinthians,1F
1998-10-24,Portuguesa,1-1,Internacional,1F
1998-10-24,Santos,1-2,Paraná,1F
1998-10-24,Ponte Preta,2-2,Bragantino,1F
1998-10-24,América Mineiro,2-1,Atlético Paranaense,1F
1998-10-24,Coritiba,1-1,Atlético Mineiro,1F
1998-10-24,Grêmio,2-1,América-RN,1F
1998-10-24,Goiás,2-2,Juventude,1F
1998-10-28,Bragantino,1-0,Juventude,1F
1998-10-28,América-RN,2-2,Santos,1F
1998-10-29,Vasco,3-1,Coritiba,1F
1998-10-31,Internacional,0-0,Botafogo,1F
1998-10-31,Vitória,2-3,Corinthians,1F
1998-11-01,Portuguesa,3-1,Bragantino,1F
1998-11-01,Santos,3-1,Goiás,1F
1998-11-01,Flamengo,2-0,América Mineiro,1F
1998-11-01,Guarani,1-3,Grêmio,1F
1998-11-01,América-RN,0-1,Ponte Preta,1F
1998-11-01,Atlético Paranaense,1-2,Cruzeiro,1F
1998-11-01,Atlético Mineiro,1-0,Sport,1F
1998-11-01,Palmeiras,3-2,Paraná,1F
1998-11-04,Vasco,2-1,Grêmio,1F
1998-11-04,Juventude,2-1,São Paulo,1F
1998-11-07,Palmeiras,2-1,Vasco,1F
1998-11-11,Botafogo,2-1,Santos,1F
1998-11-12,Goiás,2-2,Vasco,1F
1998-11-12,Paraná,2-1,Flamengo,1F
1998-11-12,América Mineiro,1-1,Palmeiras,1F
1998-11-12,Corinthians,2-1,América-RN,1F
1998-11-12,São Paulo,2-0,Atlético Paranaense,1F
1998-11-12,Grêmio,4-2,Portuguesa,1F
1998-11-12,Bragantino,0-0,Vitória,1F
1998-11-12,Sport,2-1,Guarani,1F
1998-11-12,Ponte Preta,0-0,Atlético Mineiro,1F
1998-11-12,Coritiba,1-0,Internacional,1F
1998-11-12,Cruzeiro,5-0,Juventude,1F
1998-11-14,Cruzeiro,2-1,Palmeiras,QF
1998-11-15,Grêmio,0-1,Corinthians,QF
1998-11-15,Portuguesa,3-1,Coritiba,QF
1998-11-15,Sport,3-1,Santos,QF
1998-11-21,Corinthians,0-2,Grêmio,QF
1998-11-21,Santos,2-1,Sport,QF
1998-11-22,Palmeiras,2-1,Cruzeiro,QF
1998-11-22,Coritiba,0-0,Portuguesa,QF
1998-11-25,Corinthians,1-0,Grêmio,QF
1998-11-25,Coritiba,2-2,Portuguesa,QF
1998-11-25,Santos,3-0,Sport,QF
1998-11-26,Palmeiras,2-3,Cruzeiro,QF
1998-11-29,Cruzeiro,3-1,Portuguesa,SF
1998-11-29,Santos,2-1,Corinthians,SF
1998-12-06,Portuguesa,2-1,Cruzeiro,SF
1998-12-06,Corinthians,2-0,Santos,SF
1998-12-09,Portuguesa,0-1,Cruzeiro,SF
1998-12-09,Corinthians,1-1,Santos,SF
1998-12-13,Cruzeiro,2-2,Corinthians,F
1998-12-20,Corinthians,1-1,Cruzeiro,F
1998-12-23,Corinthians,2-0,Cruzeiro,F
